#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPS8	RPL23	1858412	1858184	9606.ENSP00000379888	9606.ENSP00000377865	0	0	0	0	0.966	0.774	0.900	0.413	0.999
RPS8	RPS26	1858412	1853363	9606.ENSP00000379888	9606.ENSP00000348849	0	0	0	0	0.952	0.989	0.900	0.428	0.999
RPL26	RPL35	1847444	1844699	9606.ENSP00000293842	9606.ENSP00000259469	0.309	0	0	0	0.978	0.948	0.924	0.678	0.999
RPL11	RPSA	1856140	1853012	9606.ENSP00000363676	9606.ENSP00000346067	0.067	0	0	0	0.960	0.774	0.924	0.320	0.999
RPL24	RPL7	1858158	1852251	9606.ENSP00000377640	9606.ENSP00000339795	0	0	0	0	0.967	0.936	0.900	0.366	0.999
RPL38	RPL29	1849232	1847471	9606.ENSP00000309830	9606.ENSP00000294189	0	0	0	0	0.952	0.774	0.900	0.614	0.999
RPS15	RPS3A	1863987	1853009	9606.ENSP00000467676	9606.ENSP00000346050	0	0	0	0	0.954	0.997	0.900	0.372	0.999
RPS13	RPL6	1862013	1842405	9606.ENSP00000435777	9606.ENSP00000202773	0	0	0	0	0.970	0.857	0.900	0.309	0.999
RPS13	RPS15A	1862013	1850066	9606.ENSP00000435777	9606.ENSP00000318646	0.063	0	0	0	0.965	0.989	0.924	0.318	0.999
RPS24	RPL4	1861076	1849420	9606.ENSP00000414321	9606.ENSP00000311430	0	0	0	0	0.967	0.841	0.900	0.275	0.999
RPS18	RPL7	1859702	1852251	9606.ENSP00000393241	9606.ENSP00000339795	0.309	0	0	0	0.955	0.905	0.924	0.347	0.999
RPS26	RPL19	1853363	1843024	9606.ENSP00000348849	9606.ENSP00000225430	0	0	0	0	0.954	0.971	0.900	0.484	0.999
RPL9	RPL7	1853003	1852251	9606.ENSP00000346022	9606.ENSP00000339795	0.309	0	0	0	0.987	0.962	0.924	0.532	0.999
RPS25	RPS23	1861989	1847772	9606.ENSP00000435096	9606.ENSP00000296674	0	0	0	0	0.972	0.988	0.900	0.460	0.999
RPL34	RPL24	1858216	1858158	9606.ENSP00000378160	9606.ENSP00000377640	0	0	0	0	0.965	0.774	0.900	0.538	0.999
RPS20	RPLP2	1861789	1850446	9606.ENSP00000429374	9606.ENSP00000322419	0	0	0	0	0.969	0.774	0.900	0.137	0.999
RPS24	RPS29	1861076	1858354	9606.ENSP00000414321	9606.ENSP00000379339	0	0	0	0	0.959	0.967	0.900	0.400	0.999
RPL23	RPS15A	1858184	1850066	9606.ENSP00000377865	9606.ENSP00000318646	0.309	0	0	0	0.969	0.774	0.924	0.347	0.999
RPS4X	RPL35	1855955	1844699	9606.ENSP00000362744	9606.ENSP00000259469	0.309	0	0	0	0.965	0.856	0.900	0.364	0.999
RPS21	RPL18A	1852991	1842894	9606.ENSP00000345957	9606.ENSP00000222247	0	0	0	0	0.958	0.774	0.900	0.333	0.999
RPL11	RPL12	1856140	1854209	9606.ENSP00000363676	9606.ENSP00000354739	0.309	0	0	0	0.984	0.962	0.924	0.564	0.999
RPL10	RPS11	1852496	1846167	9606.ENSP00000341730	9606.ENSP00000270625	0.309	0	0	0	0.957	0.889	0.924	0.264	0.999
RPS26	RPL7	1853363	1852251	9606.ENSP00000348849	9606.ENSP00000339795	0	0	0	0	0.952	0.774	0.900	0.255	0.999
RPL24	RPS12	1858158	1843234	9606.ENSP00000377640	9606.ENSP00000230050	0.309	0	0	0	0.965	0.890	0.900	0.445	0.999
RPL23A	RPLP0	1859401	1852166	9606.ENSP00000389103	9606.ENSP00000339027	0.309	0	0	0	0.979	0.962	0.924	0.285	0.999
RPL18	RPS24	1862361	1861076	9606.ENSP00000447001	9606.ENSP00000414321	0	0	0	0	0.957	0.884	0.900	0.401	0.999
RPS10	RPL36	1853151	1844136	9606.ENSP00000347271	9606.ENSP00000252543	0	0	0	0	0.980	0.774	0.900	0.494	0.999
RPL35A	RPL12	1859718	1854209	9606.ENSP00000393393	9606.ENSP00000354739	0	0	0	0	0.988	0.774	0.900	0.530	0.999
RPL17	RPS25	1863674	1861989	9606.ENSP00000462023	9606.ENSP00000435096	0	0	0	0	0.971	0.860	0.900	0.389	0.999
RPS28	RPS16	1864786	1844060	9606.ENSP00000472469	9606.ENSP00000251453	0	0	0	0	0.969	0.998	0.900	0.489	0.999
RPS18	RPS2	1859702	1852518	9606.ENSP00000393241	9606.ENSP00000341885	0.309	0	0	0	0.955	0.988	0.924	0.458	0.999
RPLP1	RPS21	1853006	1852991	9606.ENSP00000346037	9606.ENSP00000345957	0	0	0	0	0.964	0.776	0.900	0.475	0.999
RPLP1	RPS16	1853006	1844060	9606.ENSP00000346037	9606.ENSP00000251453	0	0	0	0	0.966	0.826	0.900	0.154	0.999
RPS10	RPLP2	1853151	1850446	9606.ENSP00000347271	9606.ENSP00000322419	0	0	0	0	0.966	0.774	0.900	0.338	0.999
RPL32	RPL5	1858438	1855221	9606.ENSP00000380156	9606.ENSP00000359345	0.309	0	0	0	0.968	0.960	0.900	0.389	0.999
RPL26	RPL27	1847444	1844249	9606.ENSP00000293842	9606.ENSP00000253788	0.090	0	0	0	0.986	0.834	0.900	0.460	0.999
RPL23A	RPLP2	1859401	1850446	9606.ENSP00000389103	9606.ENSP00000322419	0	0	0	0	0.922	0.900	0.900	0	0.999
RPL28	RPS10	1860280	1853151	9606.ENSP00000401450	9606.ENSP00000347271	0	0	0	0	0.952	0.334	0.900	0.865	0.999
RPL21	RPS15A	1853004	1850066	9606.ENSP00000346027	9606.ENSP00000318646	0	0	0	0	0.964	0.774	0.900	0.307	0.999
UBA52	RPL18A	1859324	1842894	9606.ENSP00000388107	9606.ENSP00000222247	0	0	0	0	0.977	0.860	0.900	0.321	0.999
RPL10A	RPL9	1856010	1853003	9606.ENSP00000363018	9606.ENSP00000346022	0.309	0	0	0	0.981	0.962	0.924	0.433	0.999
RPS3	RPS7	1861952	1852173	9606.ENSP00000433821	9606.ENSP00000339095	0	0	0	0	0.969	0.997	0.900	0.562	0.999
RPS13	RPL35	1862013	1844699	9606.ENSP00000435777	9606.ENSP00000259469	0	0	0	0	0.984	0.857	0.924	0.355	0.999
RPS14	RPL38	1849373	1849232	9606.ENSP00000311028	9606.ENSP00000309830	0	0	0	0	0.973	0.774	0.900	0.416	0.999
RPS8	RPS7	1858412	1852173	9606.ENSP00000379888	9606.ENSP00000339095	0	0	0	0	0.969	0.989	0.900	0.710	0.999
RPL23	RPL7A	1858184	1855599	9606.ENSP00000377865	9606.ENSP00000361076	0.065	0	0	0	0.969	0.901	0.900	0.208	0.999
RPS29	RPSA	1858354	1853012	9606.ENSP00000379339	9606.ENSP00000346067	0.067	0	0	0	0.960	0.983	0.924	0.440	0.999
RPL11	RPL27	1856140	1844249	9606.ENSP00000363676	9606.ENSP00000253788	0.092	0	0	0	0.971	0.884	0.900	0.382	0.999
RPL38	RPS16	1849232	1844060	9606.ENSP00000309830	9606.ENSP00000251453	0	0	0	0	0.966	0.774	0.900	0.143	0.999
RPLP1	RPS23	1853006	1847772	9606.ENSP00000346037	9606.ENSP00000296674	0	0	0	0	0.964	0.774	0.900	0.092	0.999
RPS7	RPS27L	1852173	1851302	9606.ENSP00000339095	9606.ENSP00000331019	0	0	0	0	0.954	0.928	0.900	0.186	0.999
RPL23	RPL3	1858184	1852999	9606.ENSP00000377865	9606.ENSP00000346001	0.309	0	0	0	0.963	0.954	0.924	0.407	0.999
RPL7A	RPS3A	1855599	1853009	9606.ENSP00000361076	9606.ENSP00000346050	0	0	0	0	0.972	0.930	0.900	0.775	0.999
RPL10A	RPL7A	1856010	1855599	9606.ENSP00000363018	9606.ENSP00000361076	0.062	0	0	0	0.970	0.884	0.900	0.454	0.999
RPL32	RPL10A	1858438	1856010	9606.ENSP00000380156	9606.ENSP00000363018	0	0	0	0	0.957	0.774	0.900	0.383	0.999
RPL7A	RPS10	1855599	1853151	9606.ENSP00000361076	9606.ENSP00000347271	0	0	0	0	0.970	0.922	0.900	0.242	0.999
RPL26	RPL36	1847444	1844136	9606.ENSP00000293842	9606.ENSP00000252543	0	0	0	0	0.962	0.861	0.900	0.520	0.999
RPS29	RPS9	1858354	1848467	9606.ENSP00000379339	9606.ENSP00000302896	0.309	0	0	0	0.952	0.989	0.924	0.884	0.999
RPS16	RPS4Y1	1844060	1844020	9606.ENSP00000251453	9606.ENSP00000250784	0	0	0	0	0.952	0.975	0.900	0.276	0.999
RPL5	RPL8	1855221	1845175	9606.ENSP00000359345	9606.ENSP00000262584	0.309	0	0	0	0.957	0.962	0.924	0.560	0.999
RPL27A	RPS11	1853001	1846167	9606.ENSP00000346015	9606.ENSP00000270625	0.309	0	0	0	0.966	0.774	0.924	0.367	0.999
RPS15	RPS26	1863987	1853363	9606.ENSP00000467676	9606.ENSP00000348849	0	0	0	0	0.954	0.994	0.900	0.618	0.999
RPL27A	RPL3	1853001	1852999	9606.ENSP00000346015	9606.ENSP00000346001	0.309	0	0.282	0	0.963	0.935	0.924	0.356	0.999
RPL35A	RPL23	1859718	1858184	9606.ENSP00000393393	9606.ENSP00000377865	0	0	0	0	0.966	0.781	0.900	0.194	0.999
RPS7	RPL27	1852173	1844249	9606.ENSP00000339095	9606.ENSP00000253788	0	0	0	0	0.969	0.884	0.900	0.177	0.999
RPL17	RPS24	1863674	1861076	9606.ENSP00000462023	9606.ENSP00000414321	0	0	0	0	0.970	0.860	0.900	0.407	0.999
RPS3	RPL36	1861952	1844136	9606.ENSP00000433821	9606.ENSP00000252543	0	0	0	0	0.973	0.905	0.900	0.500	0.999
RPS26	RPL35	1853363	1844699	9606.ENSP00000348849	9606.ENSP00000259469	0	0	0	0	0.950	0.774	0.900	0.232	0.999
RPL7	RPL19	1852251	1843024	9606.ENSP00000339795	9606.ENSP00000225430	0.309	0	0	0	0.955	0.887	0.900	0.368	0.999
RPS27	RPL19	1854822	1843024	9606.ENSP00000357555	9606.ENSP00000225430	0	0	0	0	0.990	0.855	0.900	0.354	0.999
RPL32	RPS4X	1858438	1855955	9606.ENSP00000380156	9606.ENSP00000362744	0.309	0	0	0	0.965	0.774	0.900	0.320	0.999
RPL24	RPL21	1858158	1853004	9606.ENSP00000377640	9606.ENSP00000346027	0	0	0	0	0.965	0.874	0.900	0.539	0.999
RPL24	RPLP0	1858158	1852166	9606.ENSP00000377640	9606.ENSP00000339027	0	0	0	0	0.973	0.975	0.900	0.369	0.999
RPL23	RPS26	1858184	1853363	9606.ENSP00000377865	9606.ENSP00000348849	0	0	0	0	0.952	0.774	0.900	0.333	0.999
RPL4	RPS16	1849420	1844060	9606.ENSP00000311430	9606.ENSP00000251453	0.309	0	0	0	0.972	0.884	0.924	0.386	0.999
RPLP1	RPS11	1853006	1846167	9606.ENSP00000346037	9606.ENSP00000270625	0	0	0	0	0.967	0.774	0.900	0.121	0.999
RPL17	RPL19	1863674	1843024	9606.ENSP00000462023	9606.ENSP00000225430	0.309	0	0	0	0.970	0.934	0.900	0.394	0.999
RPL37A	RPL13	1861343	1849017	9606.ENSP00000418082	9606.ENSP00000307889	0	0	0	0	0.969	0.774	0.900	0.204	0.999
RPS10	RPS23	1853151	1847772	9606.ENSP00000347271	9606.ENSP00000296674	0	0	0	0	0.971	0.959	0.900	0.274	0.999
RPS15	RPL4	1863987	1849420	9606.ENSP00000467676	9606.ENSP00000311430	0.309	0	0	0	0.962	0.774	0.924	0.457	0.999
RPS9	RPS23	1848467	1847772	9606.ENSP00000302896	9606.ENSP00000296674	0.309	0	0	0	0.952	0.988	0.924	0.495	0.999
NACA	BTF3	1862475	1857250	9606.ENSP00000448035	9606.ENSP00000369965	0	0	0	0	0.969	0.984	0	0.946	0.999
RPL31	RPS27L	1859193	1851302	9606.ENSP00000386717	9606.ENSP00000331019	0	0	0	0	0.954	0.774	0.900	0.319	0.999
RPS24	RPS27L	1861076	1851302	9606.ENSP00000414321	9606.ENSP00000331019	0	0	0	0	0.960	0.962	0.900	0.367	0.999
MT-ND3	MT-ND5	1854326	1854223	9606.ENSP00000355206	9606.ENSP00000354813	0.309	0	0	0	0.166	0.831	0.941	0.933	0.999
RPL15	RPS23	1849166	1847772	9606.ENSP00000309334	9606.ENSP00000296674	0	0	0	0	0.964	0.777	0.900	0.200	0.999
RPL13A	RPS4X	1857955	1855955	9606.ENSP00000375730	9606.ENSP00000362744	0	0	0	0	0.981	0.856	0.900	0.332	0.999
RPL37A	RPL34	1861343	1858216	9606.ENSP00000418082	9606.ENSP00000378160	0	0	0.317	0	0.968	0.774	0.900	0.320	0.999
RPS11	RPL36	1846167	1844136	9606.ENSP00000270625	9606.ENSP00000252543	0	0	0	0	0.962	0.853	0.900	0.376	0.999
RPL23A	RPL4	1859401	1849420	9606.ENSP00000389103	9606.ENSP00000311430	0.309	0	0	0	0.970	0.962	0.924	0.525	0.999
RPL21	RPL18A	1853004	1842894	9606.ENSP00000346027	9606.ENSP00000222247	0.088	0	0	0	0.956	0.884	0.900	0.404	0.999
RPS28	RPS4X	1864786	1855955	9606.ENSP00000472469	9606.ENSP00000362744	0	0	0	0	0.938	0.996	0.900	0.365	0.999
RPL7A	RPS15A	1855599	1850066	9606.ENSP00000361076	9606.ENSP00000318646	0.056	0	0	0	0.962	0.922	0.900	0.387	0.999
RPL37A	RPS2	1861343	1852518	9606.ENSP00000418082	9606.ENSP00000341885	0	0	0	0	0.959	0.774	0.900	0.443	0.999
ARPC5	ARPC1B	1853912	1844155	9606.ENSP00000352918	9606.ENSP00000252725	0	0	0	0	0.104	0.961	0.900	0.913	0.999
RPS4X	RPL13	1855955	1849017	9606.ENSP00000362744	9606.ENSP00000307889	0	0	0	0	0.970	0.856	0.900	0.123	0.999
RPL37A	RPLP1	1861343	1853006	9606.ENSP00000418082	9606.ENSP00000346037	0	0	0	0	0.972	0.774	0.900	0.176	0.999
EEF1A1	EEF1B2	1851211	1843444	9606.ENSP00000330054	9606.ENSP00000236957	0	0	0	0	0.381	0.863	0.900	0.939	0.999
RPS4X	RPSA	1855955	1853012	9606.ENSP00000362744	9606.ENSP00000346067	0	0	0	0	0.958	0.988	0.900	0.340	0.999
RPL34	RPL7A	1858216	1855599	9606.ENSP00000378160	9606.ENSP00000361076	0	0	0	0	0.956	0.774	0.900	0.331	0.999
RPS25	RPS7	1861989	1852173	9606.ENSP00000435096	9606.ENSP00000339095	0	0	0	0	0.971	0.998	0.900	0.449	0.999
RPS28	RPL36	1864786	1844136	9606.ENSP00000472469	9606.ENSP00000252543	0	0	0	0	0.962	0.774	0.900	0.127	0.999
RPL35A	RPL7A	1859718	1855599	9606.ENSP00000393393	9606.ENSP00000361076	0	0	0	0	0.967	0.852	0.900	0.700	0.999
RPL17	RPLP0	1863674	1852166	9606.ENSP00000462023	9606.ENSP00000339027	0.309	0	0	0	0.974	0.936	0.924	0.340	0.999
RPS4X	RPS27	1855955	1854822	9606.ENSP00000362744	9606.ENSP00000357555	0	0	0.291	0	0.970	0.990	0.900	0.439	0.999
RPL27A	RPL13	1853001	1849017	9606.ENSP00000346015	9606.ENSP00000307889	0	0	0	0	0.960	0.905	0.900	0.189	0.999
RPS29	RPS14	1858354	1849373	9606.ENSP00000379339	9606.ENSP00000311028	0.309	0	0	0	0.985	0.989	0.924	0.447	0.999
RPS4X	RPL7A	1855955	1855599	9606.ENSP00000362744	9606.ENSP00000361076	0	0	0	0	0.964	0.906	0.900	0.300	0.999
RPS25	RPL11	1861989	1856140	9606.ENSP00000435096	9606.ENSP00000363676	0	0	0	0	0.973	0.774	0.900	0.392	0.999
RPL13	RPS11	1849017	1846167	9606.ENSP00000307889	9606.ENSP00000270625	0	0	0	0	0.966	0.838	0.900	0.332	0.999
RPL35A	UBA52	1859718	1859324	9606.ENSP00000393393	9606.ENSP00000388107	0	0	0	0	0.966	0.774	0.900	0.321	0.999
RPL21	RPS11	1853004	1846167	9606.ENSP00000346027	9606.ENSP00000270625	0	0	0	0	0.956	0.774	0.900	0.234	0.999
RPS24	RPSA	1861076	1853012	9606.ENSP00000414321	9606.ENSP00000346067	0	0	0	0	0.807	0.985	0.900	0.291	0.999
RPSA	RPL19	1853012	1843024	9606.ENSP00000346067	9606.ENSP00000225430	0	0	0	0	0.958	0.808	0.900	0.337	0.999
RPL38	RPL15	1849232	1849166	9606.ENSP00000309830	9606.ENSP00000309334	0	0	0	0	0.955	0.774	0.900	0.302	0.999
RPL37A	RPL10	1861343	1852496	9606.ENSP00000418082	9606.ENSP00000341730	0	0	0	0	0.956	0.859	0.900	0.317	0.999
RPS3A	RPL36	1853009	1844136	9606.ENSP00000346050	9606.ENSP00000252543	0	0	0	0	0.957	0.884	0.900	0.510	0.999
RPL10A	RPLP1	1856010	1853006	9606.ENSP00000363018	9606.ENSP00000346037	0.309	0	0	0	0.965	0.826	0.900	0.371	0.999
RPL37A	RPL21	1861343	1853004	9606.ENSP00000418082	9606.ENSP00000346027	0.097	0	0	0	0.965	0.886	0.900	0.363	0.999
RPL28	RPLP1	1860280	1853006	9606.ENSP00000401450	9606.ENSP00000346037	0	0	0	0	0.954	0.774	0.900	0.347	0.999
RPS28	RPS21	1864786	1852991	9606.ENSP00000472469	9606.ENSP00000345957	0	0	0	0	0.959	0.997	0.900	0.601	0.999
RPL18	RPS3	1862361	1861952	9606.ENSP00000447001	9606.ENSP00000433821	0	0	0	0	0.967	0.905	0.900	0.541	0.999
RPL23A	RPS6	1859401	1857216	9606.ENSP00000389103	9606.ENSP00000369757	0	0	0	0	0.973	0.862	0.900	0.367	0.999
EIF3F	EIF3E	1849251	1842805	9606.ENSP00000310040	9606.ENSP00000220849	0	0	0	0	0.676	0.989	0.900	0.650	0.999
RPL23	RPS27L	1858184	1851302	9606.ENSP00000377865	9606.ENSP00000331019	0	0	0	0	0.950	0.774	0.900	0.300	0.999
RPS25	RPLP2	1861989	1850446	9606.ENSP00000435096	9606.ENSP00000322419	0	0	0	0	0.966	0.774	0.900	0.279	0.999
RPS26	RPL21	1853363	1853004	9606.ENSP00000348849	9606.ENSP00000346027	0	0	0	0	0.952	0.774	0.900	0.219	0.999
RPLP2	RPS9	1850446	1848467	9606.ENSP00000322419	9606.ENSP00000302896	0	0	0	0	0.952	0.853	0.900	0.168	0.999
RPLP2	RPS14	1850446	1849373	9606.ENSP00000322419	9606.ENSP00000311028	0	0	0	0	0.925	0.884	0.900	0.342	0.999
RPS19	RPLP1	1864285	1853006	9606.ENSP00000470004	9606.ENSP00000346037	0.073	0	0	0	0.970	0.776	0.900	0.189	0.999
RPL37A	RPLP0	1861343	1852166	9606.ENSP00000418082	9606.ENSP00000339027	0	0	0	0	0.969	0.828	0.900	0.308	0.999
RPL18	RPL23A	1862361	1859401	9606.ENSP00000447001	9606.ENSP00000389103	0	0	0	0	0.958	0.961	0.900	0.464	0.999
RPS29	RPL9	1858354	1853003	9606.ENSP00000379339	9606.ENSP00000346022	0.309	0	0	0	0.986	0.417	0.924	0.474	0.999
RPL14	RPS7	1852902	1852173	9606.ENSP00000345156	9606.ENSP00000339095	0	0	0	0	0.968	0.864	0.900	0.436	0.999
RPS15	RPL10	1863987	1852496	9606.ENSP00000467676	9606.ENSP00000341730	0.309	0	0	0	0.952	0.774	0.924	0.257	0.999
RPS9	RPS12	1848467	1843234	9606.ENSP00000302896	9606.ENSP00000230050	0.082	0	0	0	0.952	0.998	0.900	0.196	0.999
RPL11	RPL19	1856140	1843024	9606.ENSP00000363676	9606.ENSP00000225430	0.309	0	0	0	0.969	0.974	0.900	0.491	0.999
RPL24	RPLP2	1858158	1850446	9606.ENSP00000377640	9606.ENSP00000322419	0	0	0	0	0.957	0.774	0.900	0.127	0.999
RPL23A	RPSA	1859401	1853012	9606.ENSP00000389103	9606.ENSP00000346067	0.073	0	0	0	0.969	0.774	0.924	0.273	0.999
RPL18	RPSA	1862361	1853012	9606.ENSP00000447001	9606.ENSP00000346067	0.309	0	0	0	0.960	0.774	0.900	0.198	0.999
RPL4	RPS27A	1849420	1846244	9606.ENSP00000311430	9606.ENSP00000272317	0	0	0	0	0.966	0.790	0.900	0.158	0.999
RPL17	RPS2	1863674	1852518	9606.ENSP00000462023	9606.ENSP00000341885	0.309	0	0	0	0.964	0.922	0.924	0.437	0.999
RPL4	RPL13	1849420	1849017	9606.ENSP00000311430	9606.ENSP00000307889	0	0	0	0	0.970	0.884	0.900	0.491	0.999
RPS25	RPL5	1861989	1855221	9606.ENSP00000435096	9606.ENSP00000359345	0	0	0	0	0.972	0.774	0.900	0.583	0.999
RPL18	RPS7	1862361	1852173	9606.ENSP00000447001	9606.ENSP00000339095	0	0	0	0	0.961	0.884	0.900	0.306	0.999
RPL28	RPL38	1860280	1849232	9606.ENSP00000401450	9606.ENSP00000309830	0	0	0	0	0.952	0.774	0.900	0.519	0.999
RPS24	RPS18	1861076	1859702	9606.ENSP00000414321	9606.ENSP00000393241	0	0	0	0	0.956	0.967	0.900	0.407	0.999
RPL28	RPL27A	1860280	1853001	9606.ENSP00000401450	9606.ENSP00000346015	0	0	0	0	0.953	0	0.900	0.872	0.999
RPL11	EEF2	1856140	1849021	9606.ENSP00000363676	9606.ENSP00000307940	0.309	0	0	0	0.960	0.822	0.900	0.410	0.999
RPS24	RPS2	1861076	1852518	9606.ENSP00000414321	9606.ENSP00000341885	0	0	0	0	0.956	0.979	0.900	0.412	0.999
RPS14	RPL6	1849373	1842405	9606.ENSP00000311028	9606.ENSP00000202773	0.073	0	0	0	0.959	0.884	0.900	0.422	0.999
RPL36A	RPS6	1860470	1857216	9606.ENSP00000404375	9606.ENSP00000369757	0	0	0	0	0.960	0.513	0.900	0.597	0.999
RPS9	RPL19	1848467	1843024	9606.ENSP00000302896	9606.ENSP00000225430	0.061	0	0	0	0.952	0.970	0.900	0.276	0.999
RPL24	RPS9	1858158	1848467	9606.ENSP00000377640	9606.ENSP00000302896	0	0	0	0	0.952	0.838	0.900	0.225	0.999
RPS20	RPL12	1861789	1854209	9606.ENSP00000429374	9606.ENSP00000354739	0.309	0	0	0	0.984	0.774	0.924	0.416	0.999
RPL12	RPL9	1854209	1853003	9606.ENSP00000354739	9606.ENSP00000346022	0.309	0	0.239	0	0.979	0.962	0.924	0.521	0.999
RPL23	RPL7	1858184	1852251	9606.ENSP00000377865	9606.ENSP00000339795	0.309	0	0	0	0.987	0.962	0.924	0.347	0.999
RPS20	RPS29	1861789	1858354	9606.ENSP00000429374	9606.ENSP00000379339	0.309	0	0	0	0.988	0.966	0.924	0.486	0.999
RPS20	RPL13A	1861789	1857955	9606.ENSP00000429374	9606.ENSP00000375730	0.309	0	0	0	0.990	0.774	0.924	0.685	0.999
RPL11	RPS11	1856140	1846167	9606.ENSP00000363676	9606.ENSP00000270625	0.309	0	0	0	0.974	0.847	0.924	0.565	0.999
RPS6	RPL21	1857216	1853004	9606.ENSP00000369757	9606.ENSP00000346027	0	0	0	0	0.973	0.884	0.900	0.347	0.999
FAU	RPL19	1861888	1843024	9606.ENSP00000431822	9606.ENSP00000225430	0	0	0	0	0.970	0.992	0	0.454	0.999
RPS10	RPL21	1853151	1853004	9606.ENSP00000347271	9606.ENSP00000346027	0	0	0	0	0.970	0.774	0.900	0.866	0.999
RPL32	RPLP0	1858438	1852166	9606.ENSP00000380156	9606.ENSP00000339027	0	0	0	0	0.939	0.874	0.900	0.346	0.999
RPL11	RPL3	1856140	1852999	9606.ENSP00000363676	9606.ENSP00000346001	0.309	0	0	0	0.992	0.954	0.924	0.707	0.999
RPSA	RPL10	1853012	1852496	9606.ENSP00000346067	9606.ENSP00000341730	0.073	0	0	0	0.954	0.774	0.924	0.255	0.999
RPS18	RPL8	1859702	1845175	9606.ENSP00000393241	9606.ENSP00000262584	0.309	0	0	0	0.956	0.858	0.924	0.339	0.999
RPS3	RPS11	1861952	1846167	9606.ENSP00000433821	9606.ENSP00000270625	0.309	0	0	0	0.970	0.997	0.924	0.616	0.999
RPS10	RPL15	1853151	1849166	9606.ENSP00000347271	9606.ENSP00000309334	0	0	0	0	0.967	0.781	0.900	0.612	0.999
RPS15	RPL37	1863987	1846368	9606.ENSP00000467676	9606.ENSP00000274242	0	0	0	0	0.951	0.774	0.900	0.257	0.999
RPLP2	RPS5	1850446	1842374	9606.ENSP00000322419	9606.ENSP00000196551	0	0	0	0	0.954	0.905	0.900	0.414	0.999
RPL23	RPS21	1858184	1852991	9606.ENSP00000377865	9606.ENSP00000345957	0	0	0	0	0.965	0.774	0.900	0.100	0.999
RPL7A	RPLP2	1855599	1850446	9606.ENSP00000361076	9606.ENSP00000322419	0	0	0	0	0.973	0.852	0.900	0.147	0.999
RPS15	RPS4Y1	1863987	1844020	9606.ENSP00000467676	9606.ENSP00000250784	0.309	0	0	0	0.952	0.950	0.900	0.192	0.999
RPS28	RPL19	1864786	1843024	9606.ENSP00000472469	9606.ENSP00000225430	0	0	0	0	0.970	0.951	0.900	0.376	0.999
RPL5	RPL9	1855221	1853003	9606.ENSP00000359345	9606.ENSP00000346022	0.309	0	0	0	0.965	0.964	0.924	0.594	0.999
RPS17	RPS23	1853007	1847772	9606.ENSP00000346045	9606.ENSP00000296674	0	0	0	0	0.983	0.962	0	0.365	0.999
RPL24	RPS23	1858158	1847772	9606.ENSP00000377640	9606.ENSP00000296674	0	0	0	0	0.960	0.905	0.900	0.210	0.999
RPLP2	RPL30	1850446	1847048	9606.ENSP00000322419	9606.ENSP00000287038	0	0	0	0	0.957	0.905	0.900	0.228	0.999
FAU	RPS27	1861888	1854822	9606.ENSP00000431822	9606.ENSP00000357555	0	0	0	0	0.985	0.996	0	0.388	0.999
RPL5	RPL27	1855221	1844249	9606.ENSP00000359345	9606.ENSP00000253788	0.134	0	0	0	0.970	0.807	0.900	0.303	0.999
RPS8	RPS14	1858412	1849373	9606.ENSP00000379888	9606.ENSP00000311028	0	0	0	0	0.964	0.988	0.900	0.564	0.999
RPL9	RPS5	1853003	1842374	9606.ENSP00000346022	9606.ENSP00000196551	0.309	0	0	0	0.979	0.905	0.924	0.503	0.999
RPL7A	RPS12	1855599	1843234	9606.ENSP00000361076	9606.ENSP00000230050	0	0	0	0	0.961	0.774	0.900	0.450	0.999
RPS27L	RPS16	1851302	1844060	9606.ENSP00000331019	9606.ENSP00000251453	0	0	0	0	0.942	0.979	0.900	0.261	0.999
RPS7	RPL38	1852173	1849232	9606.ENSP00000339095	9606.ENSP00000309830	0	0	0	0	0.958	0.774	0.900	0.161	0.999
RPL37A	RPS24	1861343	1861076	9606.ENSP00000418082	9606.ENSP00000414321	0	0	0	0	0.959	0.774	0.900	0.338	0.999
RPLP2	RPS11	1850446	1846167	9606.ENSP00000322419	9606.ENSP00000270625	0	0	0	0	0.964	0.774	0.900	0.145	0.999
RPL23A	RPL36	1859401	1844136	9606.ENSP00000389103	9606.ENSP00000252543	0	0	0	0	0.969	0.863	0.900	0.240	0.999
RPS8	RPS4Y1	1858412	1844020	9606.ENSP00000379888	9606.ENSP00000250784	0	0	0	0	0.952	0.889	0.900	0.469	0.999
RPL37A	RPL14	1861343	1852902	9606.ENSP00000418082	9606.ENSP00000345156	0	0	0	0	0.967	0.774	0.900	0.334	0.999
RPS3	RPS10	1861952	1853151	9606.ENSP00000433821	9606.ENSP00000347271	0	0	0	0	0.986	0.974	0.900	0.513	0.999
RPL13A	RPS11	1857955	1846167	9606.ENSP00000375730	9606.ENSP00000270625	0.309	0	0	0	0.989	0.884	0.924	0.387	0.999
RPL24	RPL10	1858158	1852496	9606.ENSP00000377640	9606.ENSP00000341730	0	0	0	0	0.953	0.921	0.900	0.273	0.999
RPL35A	RPL39	1859718	1854349	9606.ENSP00000393393	9606.ENSP00000355315	0	0	0	0	0.988	0.417	0.900	0.192	0.999
